.pkg: _optional_hooks> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: get_requires_for_build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
cover: install_package> python -m pip install -chttps://releases.openstack.org/constraints/upper/master --force-reinstall --no-deps /opt/stack/cinder/.tox/.tmp/package/3/cinder-22.1.0.dev478-0.editable-py3-none-any.whl
cover: commands[0]> stestr run
{10} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_without_host_parameter [1.307617s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_extend_volume_comp_wrong_size [0.896380s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_bad_lock_volume_4_0 [1.302414s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_fail_replication [1.290396s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_extend_volume_comp_missing_metadata [1.191934s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_delete_backup_force_when_error_deleting [1.204911s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_record_as_non_admin [1.035147s] ... ok
{6} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_4_0 [1.253236s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_as_non_admin [0.873402s] ... ok
{7} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_bad_lock_volume_3___true__ [1.275954s] ... ok
{9} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_attach_status [0.924473s] ... ok
{0} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_attach_invalid_status [1.364613s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_no_action [1.181663s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_inuse_no_force [0.775667s] ... ok
{9} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_02 [0.138514s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsAttachDetachTest.test_volume_force_detach_raises_remote_error [2.014870s] ... ok
{9} cinder.tests.unit.api.contrib.test_availability_zones.ControllerTestCase.test_list_hosts [0.038173s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_WithOUT_enabled_backup_service [0.860227s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_bad_mig_status [1.249073s] ... ok
{0} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_07 [0.151414s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_invalid_container [0.051144s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_3_1_3_0 [0.921458s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_force_delete_snapshot [0.855406s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_extend_volume_comp_accepted_failure [0.932057s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_volume [1.165566s] ... ok
{6} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_available_to_in_use_on_nonattached_volume_fail [0.902724s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_updates_4 [0.130055s] ... ok
{7} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_with_snap [0.953575s] ... ok
{6} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_04 [0.136394s] ... ok
{7} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_06 [0.151962s] ... ok
{6} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_12 [0.128769s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_2_False [0.900210s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_no_mig_status [1.652112s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_3_3_3_16 [1.268216s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_json [0.846563s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_backup_reset_status [0.907658s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_non_existent_snapshot [0.833218s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_migrating [0.909650s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_updates_1 [0.123541s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_all_backups_detail_json_over_limit [1.491788s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_backup_1 [0.869447s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_inuse_force [1.178328s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_bad_lock_volume_1_lock_volume [0.891840s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_attached_status [1.365711s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_backup_2 [1.219158s] ... ok
{15} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_user_id_before_microversion_v356 [0.744890s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_status_as_non_admin [0.906982s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_posix [0.878217s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_migration_invalid_status [0.908646s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_null_validate [0.794189s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_delta_1_False [1.259876s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_03 [0.138176s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_1 [2.087383s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_no_new_volume [1.206818s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_snapshot_json [1.249597s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_to_oversized_volume [1.143934s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_bad_force_host_copy_2_None [1.203128s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_force_delete_with_not_supported_operation [0.088495s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_1_true [0.899699s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_snapshot_2 [1.217210s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_available_to_in_use_on_attached_volume [0.903762s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_snapshot_1 [0.883861s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_3 [1.948511s] ... ok
{15} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_user_id_2_False [1.091511s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_with_marker [0.787538s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_VolumeNotFound [0.773450s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup [0.847169s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_backup_1_False [0.769544s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_volume_id_specified_json [1.151052s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_same_host [0.928100s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_volume_id_specified_json [0.778504s] ... ok
{0} cinder.tests.unit.api.contrib.test_capabilities.CapabilitiesAPITest.test_capabilities_summary [0.041503s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_snapshot_reset_status [1.327459s] ... ok
{5} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_under_allowed_api_version [1.094221s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_fail_host_and_cluster [0.925259s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_11 [0.132221s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_cluster [0.915595s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_detached_status_to_attached [0.894694s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_attached_status_to_attached [0.902786s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_InvalidVolume [0.758070s] ... ok
{15} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_user_id_1_True [0.732977s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_in_use_to_in_use_fail [1.195587s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_backup_NotFound [0.751670s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_01 [0.132135s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_08 [0.129278s] ... ok
{5} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_project_2_False [0.745488s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_VolumeNotFound [1.086165s] ... ok
{0} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_no_host [0.905645s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_snapshot_with_inconsistent_volume [0.802945s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_invalid_no_full [0.843465s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_invalid_snapshot [1.180175s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_with_limit [1.098707s] ... ok
{8} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_list_cgsnapshots_json [1.197407s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_volume_id_exists_deleted [0.779398s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_3_2_3_15 [1.248295s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_migration_status [1.193316s] ... ok
{4} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_snapshot_reset_status_with_invalid_body_1 [1.203404s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_InvalidBackup [0.780747s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_with_no_backup_services [1.105196s] ... ok
{13} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_05 [0.140633s] ... ok
{9} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_create_with_cgsnapshot_not_found [0.817372s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_backup_record_id_specified_json [1.140361s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_get_available_backup_service_with_same_host [0.051021s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_delta_2_True [1.450530s] ... ok
{0} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_source_cg_notfound [1.082762s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_service_down [1.062524s] ... ok
{8} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_cgsnapshot_create_volume_failed [0.942281s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_availability_zone [1.187344s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_3_1 [1.056234s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_different_host [0.793035s] ... ok
{4} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_user_id_1_True [0.903485s] ... ok
{13} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_user_id_2_False [0.986778s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_error [0.794540s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_json [1.074869s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_metadata [1.591090s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_2 [1.858922s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_backup_2_True [0.954748s] ... ok
{0} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_delete_consistencygroup_force_with_volumes [0.798346s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_return_metadata [0.777892s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_cg_create_volume_failed [1.236406s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_metadata_null_validate [0.792572s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_get_available_backup_service [0.049187s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_status_as_admin [0.905171s] ... ok
{8} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_source_cg_empty [1.114672s] ... ok
{7} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_show_cgsnapshot_with_cgsnapshot_NotFound [1.071522s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_to_undersized_volume [0.807871s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_body_KeyError [1.123160s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_with_missing_body_elements [2.457472s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_invalid_volume_id_format [1.084138s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_incremental_backup_1_False [2.570178s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_service_is_none_and_is_not_working [1.109275s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_json [0.827393s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_with_marker [1.199510s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_record_for_unavailable_backup [1.123472s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_invalid_body [1.092262s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_is_backup_service_enabled [0.059529s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_delete_consistencygroup_update_quota [0.072988s] ... ok
{0} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_update_consistencygroup_add_volume_invalid_volume_type [1.164591s] ... ok
{8} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_delete_consistencygroup_available_no_force [0.782707s] ... ok
{0} cinder.tests.unit.api.contrib.test_hosts.HostTestCase.test_list_hosts [0.039842s] ... ok
{0} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_associate_fail [0.057584s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_backup_with_wrong_backup_url [1.096897s] ... ok
{0} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_create_invalid_body_bad_request_3 [0.052532s] ... ok
{0} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_disassociate_failed [0.050893s] ... ok
{7} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_no_source_id [0.777793s] ... ok
{0} cinder.tests.unit.api.contrib.test_quotas.QuotaSetsControllerTest.test_update_invalid_type_key_value [0.036799s] ... ok
{0} cinder.tests.unit.api.contrib.test_quotas_classes.QuotaClassSetsControllerTest.test_update_bad_quota_limit [0.036564s] ... ok
{3} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_project_1_True [1.135477s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_invalid_status [0.860089s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_no_body [0.761081s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_InvalidBackup [1.091171s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_InvalidBackup2 [0.797203s] ... ok
{12} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_create_cgsnapshot_when_volume_in_error_status [0.845844s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_delete_consistencygroup_available [0.797024s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_with_offset_out_of_range [0.761607s] ... ok
{0} cinder.tests.unit.api.contrib.test_scheduler_hints.SchedulerHintsTestCase.test_scheduler_hints_with_invalid_body_6 [0.412657s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_backup_return_metadata [0.805025s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_delete_consistencygroup_with_cgsnapshot [0.840461s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_name_specified [1.099364s] ... ok
{8} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_project_id_1_False [0.757833s] ... ok
{8} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_create_invalid_body_bad_request_1 [0.058956s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_with_no_body [0.738009s] ... ok
{8} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_create_qos_with_invalid_spec_name_1 [0.051300s] ... ok
{0} cinder.tests.unit.api.contrib.test_scheduler_hints.SchedulerHintsTestCase.test_scheduler_hints_with_valid_body_7 [0.257926s] ... ok
{8} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_disassociate [0.052706s] ... ok
