.pkg: _optional_hooks> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: get_requires_for_build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
.pkg: build_editable> python /opt/stack/cinder/.tox/.tox/lib/python3.10/site-packages/pyproject_api/_backend.py True setuptools.build_meta __legacy__
cover: install_package> python -m pip install -chttps://releases.openstack.org/constraints/upper/master --force-reinstall --no-deps /opt/stack/cinder/.tox/.tmp/package/8/cinder-22.1.0.dev478-0.editable-py3-none-any.whl
cover: commands[0]> stestr run
{10} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_detached_status_to_attached [0.880406s] ... ok
{13} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_user_id_1_True [0.732984s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_snapshot_reset_status_with_invalid_body_1 [0.846179s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_bad_mig_status [0.891326s] ... ok
{10} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_06 [0.128883s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_status_for_missing_volume [0.864198s] ... ok
{3} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_12 [0.132303s] ... ok
{10} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_08 [0.127629s] ... ok
{1} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_07 [0.129292s] ... ok
{12} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_bad_lock_volume_4_0 [0.900302s] ... ok
{10} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_09 [0.141421s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_2_False [0.897782s] ... ok
{9} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_valid_lock_volume_3_1 [0.899762s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_extend_volume_comp_accepted_success [0.907401s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_available [1.098860s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_non_existent_snapshot [0.836207s] ... ok
{0} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_user_id_1_True [0.735461s] ... ok
{13} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_user_id_2_False [0.732653s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_all_backups_detail_json_over_limit [1.509623s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_no_new_volume [0.852503s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_fail_replication [1.199873s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_snapshot_2 [1.227287s] ... ok
{10} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_under_allowed_api_version [0.733846s] ... ok
{3} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_project_1_True [1.040915s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_backup_record_id_specified_json [0.755152s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_metadata_null_validate [1.172595s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_1 [1.827807s] ... ok
{0} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_project_2_False [1.053112s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_available_to_in_use_on_attached_volume [1.299514s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_migrating [1.227893s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_delta_backup [1.187241s] ... ok
{9} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_snapshot_reset_status [1.334436s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_3_2_3_15 [0.898616s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_WithOUT_enabled_backup_service [1.146727s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_get_available_backup_service [0.052070s] ... ok
{3} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_list_detail_backups_with_project_1_True [0.732138s] ... ok
{9} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_04 [0.133131s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_invalid_status_for_volume [0.922525s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_force_delete_with_not_supported_operation [0.048309s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_InvalidVolume [0.771289s] ... ok
{10} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_user_id_before_microversion_v356 [1.075399s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_backup_NotFound [0.739783s] ... ok
{14} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_without_host_parameter [1.272921s] ... ok
{12} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_comp_no_mig_status [1.961207s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_inuse_no_force [0.754162s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_with_no_backup_services [0.735435s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_status_as_admin [0.893165s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_delta_1_False [0.811814s] ... ok
{2} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_with_snap [0.919010s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_body_KeyError [0.736015s] ... ok
{3} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_invalid_no_full [0.827976s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_migration_invalid_status [0.882425s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_backup_with_wrong_backup_url [0.732299s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_with_offset_out_of_range [0.756186s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_snapshot_with_inconsistent_volume [0.791015s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_attach_invalid_status [1.157786s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_05 [0.177485s] ... ok
{11} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_11 [0.120549s] ... ok
{15} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_03 [0.190325s] ... ok
{6} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_VolumeNotFound [1.115190s] ... ok
{15} cinder.tests.unit.api.contrib.test_availability_zones.ControllerTestCase.test_list_hosts [0.049208s] ... ok
{12} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_migrate_volume_success_3_1_3_0 [1.085481s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_3 [1.929704s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_service_down [0.818783s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_json [1.145867s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_using_filters [2.913489s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_no_body [1.051132s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_return_metadata [1.174354s] ... ok
{3} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_detail_with_limit_and_sort_args [1.101088s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_status_as_non_admin [1.267530s] ... ok
{9} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_backup_with_backup_NotFound [1.185110s] ... ok
{15} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_project_2_False [0.746421s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_delete_consistencygroup_update_quota [0.074554s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_as_non_admin [1.113896s] ... ok
{5} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_valid_updates_01 [0.135906s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_InvalidVolume [1.086242s] ... ok
{6} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_delete_cgsnapshot_available [0.861656s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_with_limit [1.136503s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_body_KeyError [0.745419s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_InvalidBackup [0.750247s] ... ok
{13} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_BackupNotFound [0.760352s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_with_limit_and_marker [0.768151s] ... ok
{7} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_list_backups_json [0.769327s] ... ok
{7} cinder.tests.unit.api.contrib.test_capabilities.CapabilitiesAPITest.test_get_capabilities_rpc_timeout [0.042167s] ... ok
{12} cinder.tests.unit.api.contrib.test_admin_actions.AdminActionsTest.test_reset_migration_status [1.225202s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_service_is_none_and_is_not_working [1.070900s] ... ok
{3} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_delete_cgsnapshot_available_used_as_source [0.830008s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_offset_out_of_range_1_False [0.736545s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_record_with_no_body [0.772942s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_availability_zone [0.844687s] ... ok
{14} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_show_backup_return_metadata [0.837289s] ... ok
{14} cinder.tests.unit.api.contrib.test_capabilities.CapabilitiesAPITest.test_capabilities_summary [0.044706s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_delta_2_True [0.934136s] ... ok
{15} cinder.tests.unit.api.contrib.test_backup_project_attribute.BackupProjectAttributeTest.test_get_backup_with_user_id_2_False [1.044303s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_volume_id_specified_json [0.760455s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_json [1.106337s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_name_description_with_leading_trailing_spaces_2 [2.074044s] ... ok
{4} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_no_body [0.760898s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_null_validate [1.118684s] ... ok
{13} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_delete_cgsnapshot_delete_policy_not_auth [0.841538s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_delete_backup_with_InvalidBackup2 [0.774444s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_invalid_snapshot [0.873424s] ... ok
{7} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_create_cgsnapshot_when_volume_in_error_status [1.222920s] ... ok
{3} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_limit_and_offset_2_True [1.113139s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_snapshot_json [0.843456s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_show_consistencygroup [1.125189s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_invalid_container [0.054187s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_to_oversized_volume [1.126387s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_filter_2_True [0.772549s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_record_as_non_admin [1.088975s] ... ok
{5} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_backup_with_VolumeNotFound [1.073875s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_invalid_status [0.809342s] ... ok
{14} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_cg [1.229647s] ... ok
{0} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_null_validate [1.112821s] ... ok
{11} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_create_incremental_backup_posix [1.145498s] ... ok
{13} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_cgsnapshot_empty [1.190920s] ... ok
{12} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_backup_with_missing_backup_services [1.068628s] ... ok
{2} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_name_specified [1.155937s] ... ok
{4} cinder.tests.unit.api.contrib.test_cgsnapshots.CgsnapshotsAPITestCase.test_create_cgsnapshot_json [1.304707s] ... ok
{3} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_project_id_1_False [0.750731s] ... ok
{7} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_no_host [0.869720s] ... ok
{9} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_update_consistencygroup_add_volume_not_found [0.799562s] ... ok
{1} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_volume_id_unspecified [0.769988s] ... ok
{6} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_list_consistencygroups_with_offset_out_of_range_2_True [0.733552s] ... ok
{9} cinder.tests.unit.api.contrib.test_hosts.HostTestCase.test_list_hosts [0.036588s] ... ok
{10} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_import_backup_with_existing_backup_record [0.776660s] ... ok
{9} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_create_conflict [0.057028s] ... ok
{6} cinder.tests.unit.api.contrib.test_hosts.HostTestCase.test_show_host [0.106195s] ... ok
{9} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_index_with_offset [0.055900s] ... ok
{8} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_restore_backup_with_InvalidInput [0.753686s] ... ok
{6} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_associate_not_found [0.057289s] ... ok
{9} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_qos_specs_delete_keys_badkey [0.053285s] ... ok
{6} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_qos_specs_delete_keys_invalid_key [0.048302s] ... ok
{9} cinder.tests.unit.api.contrib.test_quotas.QuotaSetsControllerTest.test_update_bad_quota_limit [0.038424s] ... ok
{6} cinder.tests.unit.api.contrib.test_qos_specs_manage.QoSSpecManageApiTest.test_qos_specs_delete_no_admin_user [0.048597s] ... ok
{9} cinder.tests.unit.api.contrib.test_quotas.QuotaSetsControllerTest.test_update_multi_value_with_bad_data [0.058736s] ... ok
{15} cinder.tests.unit.api.contrib.test_backups.BackupsAPITestCase.test_export_record_for_unavailable_backup [1.055050s] ... ok
{14} cinder.tests.unit.api.contrib.test_consistencygroups.ConsistencyGroupsAPITestCase.test_create_consistencygroup_from_src_cg_create_volume_failed [0.802688s] ... ok
